Revenue,Zip,DollarPerPet,DollarPerClinic,TotalPets,TotalClinics,PetsPerClinic,Product.Sales,Product.Sales2,Avg.Vet.Cost,PercentCoupon,NumVets5mi,NmVets10mi,Est.Median.Inc,Rnd.Inc.5,Rnd.Pop,Population,Households,Est.Median.Inc2,Rnd.Inc.10,Pop3,Household4,Male,Female,White,PercWhite,Black,PercBlack,American.Indian,Asian,PercAsian,Hawaiian,Other.Race,X2Races,HispOrigin,PercHispanic,X2025Pop,Male5,Female6,White7,Black8,AmInd9,Asian10,HW11,Other12,X2Race13,HispOrigin14,X2025Pop15,target
5332.35,38344,66.65,380.88,80,14,5.71,0.18,959.82,190.36,0.01,1.18,2,40697.31,50000,10000,4766.31,1753,41067.25,50000,17894,6948,2276.19,2350.08,3758.04,0.38,696.26,0.0586,2.23,4.47,0.0109,16.34,2.24,146.69,135.0533,0.0128,4624.15,8672.47,9221.61,15417.45,1909.23,38.66,57.74,28.97,31.25,410.78,365.25,17361.0151,5332.35
12380.17,43160,77.86,884.3,171.02,14,11.36,0.22,2723.64,199,0.03,2,4,44729.8539,50000,20000,17746,7461,47964.68,50000,26123,10732,8466.31,9279.6,16445.88,0.82,504.0887,0.027,1.24,255.58,0.01,1.59,157.7,502.69,345.44,0.02,16921.85,12642.22,13481.15,24433.33,522.18,8.91,265.11,7.07,217.51,669.26,544.08,25135.12,12380.17
45483.84,47904,82.2369,858.19,518,53,9.77,0.24,10916.12,205,0.02,9,14,47539,50000,131100,125833.77,48343,52475.9,60000,179178,65449,68269.41,64028.07,97654.964,0.75,8383.59,0.06,367.72,11802.63,0.08,74,2323.2955,3453.37,12211.81,0.09,152563.09,92079.39,87098.37,145865.61,9600.99,422.12,15353.1,74.22,3575.81,4285.92,15136.68,203561.89,45483.84
29046.52,55076,77.46,675.5,375,43,8.72,0.15,4356.98,137,0.03,6.4,26,87951.43,90000,90000,84302,31704,82699.65,90000,432673.91,170820,42144.24,42157.92,69001.47,0.77,3636.34,0.04,194.68,5159.21,0.06,57.038,3341.64,2968.8,7246.8,0.08,93283.22,214011.07,222046.91,313004.6672,33981.07,1939.36,32051.29,188.92,12338.46,16586.15,34724.11,473086.9879,29046.52
21328.76,55406,84.64,507.83,252,42,6,0.28,5972.05,102,0.02,21,64,68311.8449,70000,430000,424464,177409,68212.79,70000,1206303,496092,212745.83,225954.0238,296615.93,0.6506,63328.08,0.15,4924.63,22074.79,0.05,93.54,19619.26,17808.16,41162.21,0.1,483512.67,596821.14,644381.5721,823710.36,168575.21,10939.33,79665.006,342.43,43877.65,42812.4149,105582.79,1361715.85,21328.76
26413.94,61554,71.01,1015.92,372,26,14.4079,0.1,2641.39,222,0.02,2,10,52750.46,60000,50000,44198,18404,53003.65,60000,121188.89,50157,21707.55,22489.99,42435.39,0.85,610.54,0.0212,96.36,228.36,0.0112,12.89,78.79,735.21,835.81,0.02,44949.2903,61256.66,62998.24,106774.09,4551.0116,214.54,1061.67,31.65,841.51,2588.68,4305.53,125181.73,26413.94
2663.64,47374.7,57.91,221.97,46,12,3.83,0.22,586,211,0.0434,1,2.62,45685.1,50000,20000,13246.54,5804,50683.48,60000,22858.44,9614,6273.42,6997.34,12778.1,0.62,51.65,0.0177,43.62,54.41,0.01,5.3857,61.9451,220.63,249.96,0.01,12768.16,11221.73,11635.79,21947.26,173.41,127.54,108.9,7.5932,165.23,335.18,471.2435,22161.04,2663.64
86896.25,14228,74.21,1639.55,1171,53,22.09,0.18,15641.33,223,0.02,12,35,64388.82,70000,180000,170135,71586,58124.08,60000,585941,248378,82484.53,87650.89,146105.81,0.81,8975,0.05,430.0548,8688.43,0.05,53,1586.24,4181.38,6259.77,0.03,170373.1,280903.89,299987.6286,419066.86,104320.13,2249.08,28909.85,198.14,13842.97,17353.93,32443.55,590446.09,86896.25
62920.18,30534,72.74,1310.84,865,48,17.3256,0.19,11954.83,178,0.02,2,12,76180.947,80000,30000,25568,8610,73097.99,82100,105775,36511,12903.4939,13565.7389,24472.27,0.82,253.4,0.01,102.8042,367.4,0.01,5.22,134.25,329.67,2229.14,0.0674,31177.66,52452.9,53322.11,98729.59,2232.23,163.01,1675.03,85.97,1330.5,1558.68,12599.24,132755.58,62920.18
77419.5365,44144,89.2,1490.63,869,52,16.71,0.2696,24804.16,201.66,0.04,17,53.11,45033.3,53000,340000,336328,145002,50437.02,60000,834398,359126,165322.37,171005.72,254948.2,0.75,41925.36,0.12,1476.4116,7713.7,0.02,152.9,13249.59,16408.72,49173.35,0.14,326767.53,401792.37,432605.73,552583.02,212151.33,2922.1,22888.31,189,16118.58,27545.75,63792.47,828486.92,77419.5365
39095.76,32825,99.99,1447.99,391,27,16.66,0.28,10946.81,181,0.04,22,53,51528.55,60000,289000,279033,102678,57245.75,60000,776168,280297,137672.42,141360.57,203813.214,0.75,27133.36,0.1,513.97,12624.71,0.05,67.07,19724.91,9936.1,123049.33,0.44,355929.79,382537.88,393629.7,556689.17,115026.32,1562.49,32537.4029,436.7745,42714.99,25364.71,249147.27,974384.96,39095.76
16325.43,54494,70.6544,1166.1,236,14,17.0578,0.18,2938.58,231,0.0289,2,6,52500.31,60000,30000,26465,11817,52286.34,60000,42940,18988,12764.67,13700.06,24524.72,0.82,205.41,0.01,104.23,683.95,0.0204,19.1537,444.28,489.89,853.02,0.03,25460.45,21017.86,22162.3994,40003.74,324.6,303.73,795.8743,14,531.45,762.42,1328.43,41167.87,16325.43
13352.9971,32904,86.04,1104.24,154,12,12.9648,0.21,2782.68,183,0.0248,3,17,48404.9,50000,128800,123750,46096,53514.37,60000,259254,99605,59383.9615,63198.3,92862.71,0.71,18706.52,0.14,723.77,3665.4593,0.03,5,2773.6,4300.78,17750.48,0.14,136498.8299,126420.94,132833.45,202081.6616,31476.77,1240.92,7692.27,90.31,4731.44,9062.5708,32144.47,276815.31,13352.9971
8212.54,61832,77.48,631.73,106,12.82,8.15,0.1957,1067.63,202,0.02,4,7,42703.94,50000,40000,35493,14190,45311.8,50000,56055,22164,17455.03,18037.93,24681.45,0.62,9361.24,0.23,4.27,438.99,0.01,6.04,298.4643,737,1708.7623,0.05,33002.11,27455.781,29235.348,43394.7,10670.03,128.1855,508.51,21.6617,312.27,1022.22,2706.64,51970.63,8212.54
14341.2,12901,60.363,1103.17,233,13,17.92,0.07,1003.88,218,0.02,1,3,52216.02,60000,40000,30598,12485,57337.4,60700,49024,19832,14770.63,15827.05,27602.72,0.69,1054.12,0.03,82.93,761.95,0.02,12.5,474.96,608.51,858.04,0.02,29834.42,23957.99,25065.95,45167.24,1346.31,149.27,932.11,16.48,643.88,768.66,1209.54,47619.22,14341.2
16345.44,41000.11,86.2727,1167.53,200.57,15.4,13.29,0.28,4576.72,182,0.03,9,21,56670.83,60000,80000,72340,26648.57,63083.4928,70000,132768.86,58047,34866.77,35986.9731,68979.24,0.86,805.21,0.01,123.78,1073.06,0.01,65.1,261.96,1031.37,5181.1336,0.03,78087.83,58220.26,62726.45,115446.35,1254.75,303.52,2278.5023,72.11,504.32,1582.33,4630.87,130019.89,16345.44
11600.83,48864,74.36,966.74,156,12,13,0.14,2036.1105,212.99,0.04,10,26,58950.87,60000,110000,109589,39349,54535.89,60000,291475,114033,53431.63,56157.81,82128.54,0.75,7419.28,0.07,325.08,13987.1,0.13,31.82,959.87,4737.75,5408.49,0.05,113331.41,142057.11,149417.65,229283.2467,35557.76,1275.8646,19892.29,100,5137.74,16798.41,23364.36,301976.7,11600.83
114541.01,61611,73.99,2337.57,1548,49,31.59,0.08,9163.28,218.37,0.01,4,16,45845.36,50000,110000,105455,41670,53719.6449,60000,245837,100708,51136.8,54317.72,73031.4,0.66,24901.78,0.23,156.09,1334.31,0.01,20.02,1944.47,4066.44,5977.48,0.05,109120.9696,118878.53,126958.58,195317.02,33093.58,468.71,4770.0831,39,3424.2852,7833.8781,9757.1,243790.46,114541.01
61130.5,14219,74.28,1198.64,823,51,16.5075,0.18,11003.49,220,0.027,9,24,60505.99,65900,135000,130209,50873.29,52590.8,60000,409448,177715,62690.34,67518.21,119442.53,0.85,4477.66,0.03,487.16,951.76,0.0197,74.66,1934.93,2839.84,6246.01,0.04,130601.26,196609.02,212838.49,300027.15,48094.8482,1418.91,10931.46,122.27,10819.75,9804.79,25367.57,419595.59,61130.5
14595.0075,33165,106.94,1110.49,135,13,10.38,0.24,3464.73,190.62,0.02,39,97,59445.26,64500,490000,452388.14,148705,60345.41,70000,1311868,469504.26,228659.76,251670.22,445117.79,0.91,11602.98,0.02,364.09,9308.86,0.02,77.3,8070,5788.97,414386.51,0.85,574750.4,632025.61,679841.99,1159272.69,71662.82,3178.5138,24758.21,476.6735,35700.89,18162.89,1065786.51,1511174.1,14595.0075
50629.28,44095,84.1,1205.46,602,42,14.33,0.3,15188.78,201.21,0.04,9,25,51484.5,60000,120000,117139,53485,54124.37,60000,356435,158443,55854.1821,61671.02,83270.16,0.69,29389.54,0.24,115.47,1258.71,0.01,4.06,617.56,3483.3328,1863.87,0.02,117458.36,167256.81,189178.18,259295.0827,116821.72,417.25,6766.24,44.29,2342.9,7797.48,5828.91,355646.15,50629.28
8510.25,37130,75.4482,709.19,122,12,10.17,0.17,1446.74,221,0.02,3,14,55544.9,60000,1.00E+05,91871,34198,62027.5885,70000,174661,64123,44930.44,46940.1,65616.3,0.66,18561.86,0.19,216.3,2957.31,0.029,26.7561,1257.23,3261.53,6504.32,0.07,121462.99,85209.79,89450.82,133334.49,27392.69,372.13,5784.04,1.67,1779.76,5995.84,9733.42,218666.16,8510.25
16363.8679,32937,107.46,1066.95,171.12,14,9.93,0.37,5526.8,178,0.03,16,25,57983.39,60000,1.00E+05,94988,39522,58242.29,60000,239094,96042,45947.64,49040.84,81955.23,0.82,6335.32,0.06,236.19,2128.34,0.02,97.35,1057.22,3178.84,8705.41,0.09,101608.34,116948.72,122145.11,199971.99,28877.1114,789.49,7658.07,163.04,4639.504,7789.72,25227.37,254935.03,16363.8679
14064.7,49017,78.14,1035.1532,180,13,13.85,0.23,3234.88,216,0.05,2,8,54941.52,60000,20000,13650,5426,46994.55,50000,83246,33227,7058.5729,6926.29,11905.49,0.6,1815.9481,0.06,25.38,30.97,0.0126,7.1208,165.7723,500.3,315.35,0.02,14959.7399,41010.53,42235.58,66082.84,10246.75,567.06,1680.01,0.83,493.86,4174.76,4658.47,81129.61,14064.7
32970.8,43130,79.83,824.27,413,40,10.33,0.26,8572.41,201,0.04,1,6,48902.0879,50000,50000,47979,18947,58831.34,60000,86125,32254,23907.26,24071.54,45407.69,0.91,816.4,0.02,89.03,257.9,0.01,3.91,91.53,1312.34,876.01,0.02,51684.21,43235.07,42890.27,80979.79,2035.27,121.24,564.47,18.78,192.37,2213.42,1292.72,92006.86,32970.8
13335.38,78934,68.74,952.53,194,14.43,13.86,0.18,2400.37,229,0.02,1,4,57672.75,61500,30000,22433,7123,61955.05,70000,35350,11269,10951.6202,11387.85,17014.36,0.57,2703.8226,0.1,442.83,231.3271,0.0125,0.18,1053.74,884.15,9706.28,0.32,27547.79,17460.36,17889.64,28260.69,3459.2,654.81,167.95,15.87,1535.79,1391.6966,13895.02,42106.85,13335.38
6539.62,62650,70.32,503.05,93,13,7.15,0.13,850.15,221.1,0.0371,1.66,4,45888.27,50000,30000,23440,9378,48030.6,50000,28248,11339,11731.24,11708.43,20278.93,0.68,2280.47,0.08,62.18,210.33,0.01,1,41.87,564.89,783.29,0.03,22320.16,14190.13,14058.33,24978.48,2336.17,70.97,229.85,3.23,43.89,585.86,813.17,26924.86,6539.62
34196.45,32765,91.68,1315.25,377.52,26,14.35,0.25,8549.11,181,0.02,14,49,74106.9,80000,150000,146130,44597,63288.59,70000,523406,181572,71897.46,74232.87,117306.83,0.78,11542.09,0.08,114.54,7952.77,0.05,11.6,4902.41,4300.1,31184.39,0.21,162887.99,257510.44,265896.04,401279.48,52134.54,1205.58,26191.11,189.95,24719.69,17686.13,147192.24,628032.13,34196.45
12779.19,60542,89.36,983.01,143,13,11,0.29,3705.97,239,0.02,12,35.59,75735.92,80000,180000,172126,56626,88955.07,90000,498800,167711,86029.53,86096.08,116712.02,0.6942,12847.97,0.07,831.72,4384.61,0.02,143.77,32492.81,4712.7,68352.42,0.38,182529.54,247619.99,251179.7,359049.3,32954.43,1678.27,34152.35,236.43,56566.83,14162.07,138790.75,527247.08,12779.19
119134.29,33073,100.28,2335.97,1188,51,23.29,0.3084,35740.29,166,0.03,30,80,62729.48,70000,370000,360986,129444,62149.93,70000,1048484,394356,174114.83,178057.9374,240039.13,0.65,84573.32,0.23,709.36,13344.11,0.04,238.59,10880.09,11201.61,87466.96,0.24,409203.5848,506089.24,538160.801,618401.7271,292638.04,2423.07,33797.89,446.4,33597.5745,32048.26,219798.15,1211356.41,119134.29
59790.14,63011,91.9784,1149.81,612,52,11.77,0.29,17339.14,194,0.03,18,49,104064.15,110000,160000,150581,57572,100050.42,110000,385273,151550,72300.15,78281.32,131119.2,0.82,3692.64,0.02,144.51,11522.22,0.07,37.11,1035.96,3029.83,4262.48,0.03,151738.43,195032.1722,198186.85,337928.31,13523.58,489.35,23694.85,159.11,1921.99,7555.85,10129.49,396969.1,59790.14
11952.6327,40564.15,81.91,819.12,130,13,10,0.31,3301.06,203.33,0.09,2,3,42653.86,50000,20000,15982,7082,47338.32,50000,28515,12046,7567.35,8414.27,12832.25,0.64,2250,0.11,8.73,327.93,0.02,8.3226,46.65,516.05,453.19,0.02,15278.99,13977.72,14537.45,24691.6,2535.04,80.0351,402.96,14.8314,77.49,777.91,689.75,27415.56,11952.6327
16067.4037,43512,73.6187,1242.46,214,13,16.46,0.17,2745.83,216,0.02,1,3,52048.04,60000,20000,18661,7517,56526.32,60000,30866,12330,9252.08,9408.48,16227.42,0.81,546.51,0.026,51.73,76.43,0.0113,8.7697,849.65,904.81,2864.4864,0.13,18492.4708,15349.39,15516.34,27676.41,705.23,124.58,110.83,4,1113.43,1131.25,3576.73,30107.62,16067.4037
45051.9654,33177,95.8063,1036.98,472,46,10.26,0.23,10971.27,183,0.02,23,72,69741.3,70000,350000,344516,99983,68762.88,70000,898752,260806,165317.4,163713.2259,270874.28,0.77,43366.05,0.12,861.15,10264.5126,0.03,43.31,13443.14,6613.2,226323.29,0.65,396630.82,433519.87,465232.53,754497.32,79981.1,1520.2,21420.94,131.43,25875.78,15325.62,662746.46,1034293.6,45051.9654
957.61,74354,45.6,239.4,21,4,5.25,0.05,47.88,475,0.22,1,4,36107.73,40000,20000,16637,6339,40186.89,50000,25116.24,9127,8102.97,8533.8,11240.85,0.56,292.43,0.01,2249.44,163.3651,0.01,206,485.6,1225.5826,1348.16,0.1344,17114.53,11726.44,12288.04,16458.53,324.42,3447.85,174.44,222.15,1195.5308,2855.28,1537.73,26179.8865,957.61
9436.51,61821,68.88,674.04,137,14,9.6498,0.12,1132.38,201,0.03,10,19,50972.88,60100,130000,123387,48182,52813.65,60000,167307,66542,62588.09,60798.69,80301.75,0.62,18708.08,0.14,188.24,19605.41,0.15,81.86,1817.7312,3315.16,7725.7,0.06,132191.8483,83729.98,83576.78,114216.8,24839.89,279.95,21814.41,121.17,3393.3321,4562.1,10129.54,177806.42,9436.51
8044.95,37091,70.8488,618.84,121,13,9.31,0.19,1528.54,177,0.09,1,3,45354.68,50000,20000,13617,5123,49195.23,50000,25547,9838,6615.7463,7097.93,11361.33,0.57,1806.12,0.09,7,65.01,0.0108,6.0462,223.46,153.95,1241.89,0.06,13975.92,12706.49,12840.49,22497.36,2221.33,52.3854,110.22,11.57,356.29,352.03,1599.39,27160.55,8044.95
21805.75,33326,96.06,1433.5256,253.37,13,17.46,0.26,5669.5,183.74,0.02,14,64,100906.64,110000,150000,146964,45319,73720.78,80000,708506,239759,71843.22,75120.92,118179.86,0.79,10130.15,0.07,435.14,7974.35,0.05,211.49,5146.03,4887.12,66265.94,0.44,175775.9479,338762.9276,373247.37,458361.67,160590.25,1965.03,36406.87,632.93,27604.22,22945.31,220960.0576,817298.02,21805.75
9007.11,60563,92.86,692.85,97,13,7.46,0.22,1981.56,214.34,0.04,21,67,103028.44,112900,220000,210492,81071,93451.09,1.00E+05,904867,319931,103103.98,107388.3,163931.04,0.75,10823.87,0.05,204.46,27271.82,0.12,60.77,2387.78,5812.54,16305.92,0.07,214376.84,446061.07,458805.78,644127.42,62781.31,1975.74,103786.07,245.1,65045.7,26905.5,168194.19,936002.14,9007.11
4794.95,42001,63.93,420.8582,76.88,13,5.77,0.161,719.24,178,0.05,4,10,42501.61,49300,50000,41423,18410,45040.65,50000,68266,28136.87,19432.85,21989.87,33314.92,0.67,6331.72,0.13,166.56,387.44,0.01,33.64,255.0377,1017.99,1198.1,0.02,40506.52,32365.61,35900.59,58018.11,7635.28,196.07,773.5243,45.23,275.8,1618.73,1827.28,66764.85,4794.95
14737.98,34606,89.457,1197.4567,173,14,13.96,0.2675,4568.77,182,0.02,8,13,44682.18,50000,90000,84474,34366,46845.71,53100,169232,68200,40791.95,43681.98,74829.97,0.83,4110.22,0.05,409.14,1027.66,0.01,2.09,1859.72,2235.13,13713.52,0.15,87039.9,81397.58,87834.38,151695.65,7394.6,774.79,2408.37,36.12,2776.01,4146.41,24282.517,178130.1,14737.98
14010.43,60564,106.95,1077.73,131,13,10.08,0.19,2661.98,229,0.04,12,42,115270.26,120000,230000,220102,71863,93345.33,1.00E+05,728666,244608,109521.2,110580.89,145944.2,0.63,18828.4,0.08,424.4,36040.65,0.16,118.25,10977.46,7768.73,30548.62,0.1562,225200.12,361106.37,367559.48,493380.41,62909.79,2101.65,106385.9932,311.05,51081.9049,24341.73,170971.56,806264.7804,14010.43
57193.57,44312,92.25,1099.88,620,52,11.92,0.37,21161.62,190,0.03,7.51,25,55751.256,60000,1.00E+05,98404,41054,53173.63,60000,412666,163747.87,48477.25,51935.0618,83594.91,0.84,9732.74,0.1,272.96,1648.08,0.02,26.2041,229.56,2904.85,1475.46,0.01,100018.04,200117.42,212548.29,324348.93,61911.61,851.21,11612.75,103.12,1557.36,12280.73,7276.8,417071.72,57193.57
9235.23,75935,96.2,659.66,96,14,7.959,0.3052,2770.57,224,0.0289,1.65,2.22,37594.564,40000,10000,7674,2671,38068.48,40000,14460,5063,3588.46,4085.67,5462.0282,0.52,1977.88,0.2,54.41,314.0139,0.04,21.6702,284.3854,33.73,2045.27,0.2,8007.93,7031.19,7428.68,11016.07,2700.31,151.16,382.74,28.6907,141.18,68.41,3249.24,14319.71,9235.23
587.4,32405,73.43,293.7,8,2,4,0.25,146.85,249,0.0538,7,13,51482.43,58400,90000,83585,32673,53247.3,60000,142906,55406,39876.82,43708.12,63113.6977,0.71,13637.06,0.15,348.35,1256.6,0.01,24.46,717.7,3350.85,5421.68,0.0809,95552.86,70325.04,72580.8,109496.6921,18787.06,738,3339.0667,42.59,1494.92,5317.08,9087.68,160364.86,587.4
81380.56,34952,83.72,1535.48,972,51.09,18.34,0.2478,19531.33,180,0.02,9,28,55900.28,60000,130000,121680,45206,56903.62,60000,312368,118873,60512.37,63721.1001,96857.7,0.75,17333.55,0.13,646.76,1944.57,0.01,30.46,2309.85,2556.99,20900.59,0.16,134706.24,153229.09,159138.88,249853.15,41867.83,952.38,6540.8079,211.79,6105.88,7110.43,52273.84,342503.15,81380.56
17358,14450,68.34,789,254,22,11.55,0.17,2950.86,232,0.03,5,29,85324.28,90000,90000,88547,35556,73454.05,80000,313624.44,130467,42338.96,46208.15,81146.61,0.9,3328.4184,0.02,162.7303,3205.83,0.04,3.04,449.41,1616.73,3195.51,0.04,90136.39,149130.9,161225.67,260799.67,24917.41,764.07,13297.54,74.49,2972.93,7530.46,15098.25,337058.5617,17358
20118.1134,78934,80.15,647.17,218,27,9.7013,0.29,5067.38,217,0.01,1.76,4,70575.38,80000,20000,10587,3292,77222.08,80000,28145,9034,5324.04,5263.01,9758.45,0.49,144.39,0.01,11.62,51.52,0.0117,17.6471,380.14,240.93,6121.01,0.31,11954.25,14157.956,14068.4,26019.6,429.08,101.6,133.62,38.55,705.15,717.2,9496.8231,33432.88,20118.1134
38245.86,38053,74.7,1529.83,512,30.03,20.48,0.19,7266.71,174,0.03,2,11,56535.96,60000,20000,19846,7439,61761.96,70000,137402,48709.3,9734.02,10112.17,13736.24,0.69,4620.81,0.23,42.06,640.97,0.03,4.91,185.55,615.66,1283.86,0.06,21251.68,65654.27,71748,91049.5912,59365.76,461.84,1857.26,94.51,1263.5,3409.25,5679.92,141963.26,38245.86
23416.08,60440,84.9961,1463.51,256,16,16,0.15,3512.41,240,0.02,14,49,95984.72,1.00E+05,2.00E+05,198882,68851,99727.28,101600,709190,253375,97770.25,101111.29,131808.22,0.66,21033.5,0.11,303.35,23172.32,0.12,44.64,14637.47,7882.03,30842.87,0.15,205747.8,349086.96,360102.73,525632.12,51728.05,1282.13,80165.72,304.9846,29350.94,20808.43,83155.81,726410.85,23416.08
17778.33,32174,105.82,1367.56,168,13,12.92,0.3125,5689.07,184,0.02,3,18,45490.201,50000,90000,80449,34914,42291.58,50000,168641,73255,39095.5,41353.47,62125.24,0.69,12722.94,0.14,204.5139,1588.4594,0.02,43.7252,1647.92,1875.19,5804.62,0.06,87906.45,82716.61,85924.13,126888.78,31043.28,426.74,3502.77,146.64,2857.17,3775.35,10925.19,185953.97,17778.33
32718.74,46808,70.97,1258.41,461,26,17.73,0.14,5118.2354,214,0.02,4,16,46402.88,50000,142000,138902,56880,55369.41,60000,329107,123875.04,68596.94,70305.41,107304.7663,0.76,16556.13,0.12,395.34,5822.81,0.04,77.42,2791.69,6187.87,12482.35,0.09,149248.6,159609.4511,168985.07,254443.0746,41039.5,650.04,13241.57,133.96,5580.23,13498.99,25904.39,350079.22,32718.74
30525.4,33015,101.41,1271.89,301,24.91,12.54,0.23,7020.84,181,0.01,17,79,49589.18,50000,480000,477451,144289,52676.66,60000,1532333,479825,225135.18,252316.27,316787.677,0.5615,144804.97,0.3,541.41,8450.38,0.02,65.31,15271.27,6799.98,299296.26,0.62,554798.63,746125.6603,798486.12,922734.01,415807.5772,2989.45,36429.03,633.62,62941.37,30079.42,802911.9,1734955.028,30525.4
13889.19,32127,89.03,1262.65,156,11,14.18,0.29,4027.87,195.68,0.03,8,20,50682.8,60000,110000,100210,43867,45436.13,53900,199017,85861,48244.29,51965.82,87197.92,0.79,7041.99,0.06,544.12,2492.42,0.02,32.11,1006.9,1894.63,6628.45,0.06,108603.74,97286.45,101730.94,163238.8087,32947.84,861.16,4308.49,153.48,2733.57,4190.6,12831.01,215462.22,13889.19
28358.75,17579,65.04,859.36,436,33,13.21,0.11,3119.46,201,0.03,3.49,18,66409.7,70000,40000,39351,14156,59969.35,66200,229733,84778,19551.4005,19849.21,36354.02,0.91,989.85,0.02,99.04,939.92,0.02,5.51,460.92,501.77,2238.27,0.06,40740.93,112519.31,117213.71,185820.9033,16790.53,460.36,6670.77,67.35,11535.02,7098.39,38101.06,241202.13,28358.75
13929.24,48462,71.07,605.62,196,23,8.52,0.17,2367.97,211,0.03,2,17,87167.77,90000,30000,20827,8024.99,85760,90000,128931,47592,10448.31,10378.72,20140.11,0.67,161.62,0.0178,11.72,154.03,0.01,5.7872,98.37,261.18,496.18,0.02,21624.14,63797.61,65133.74,119341.31,3866.9,165.54,2738.03,2.63,676.87,2140.07,3637.7,131487.93,13929.24
53824.66,23681.71,58.38,1035.09,922,48.79,17.73,0.12,6458.96,213,0.02,3,8,51928.85,60000,40000,34818,14743,50777.98,60000,76713,31273,16650.71,18167.6,32302,0.81,857.45,0.034,29.93,171.23,0.011,1.29,121.33,1335.08,978.77,0.02,34662.06,37264.28,39448.77,69174.9,2986.08,118.73,626.06,26,419.3,3361.98,3459,74378.11,53824.66
6196.1,49770,67.35,476.62,97.89,13,7.08,0.2,1239.22,216,0.03,1,2,55711.11,60000,20000,12929,5826,56827.42,60000,28741,11188.36,6246.81,6682.1,12173.48,0.61,80.14,0.0202,220.67,61.69,0.0106,12.4934,59.9222,326.94,213.7,0.01,13390.88,14081.98,14669.3443,27023.8,170.81,516.95,159.6378,33.99,101.55,759.57,409.03,29685.26,6196.1
20742.51,32504,88.27,450.92,235,46,5.11,0.31,6430.18,221,0.0277,13,22,48684.26,50000,110000,108433,40396,52829.61,60000,283010,109439,52399.55,56033.9,67995.45,0.62,27317.74,0.25,395.98,3808.69,0.03,85.85,1383.61,7446.13,7319.93,0.07,109985.82,137464.42,145545.14,194823.51,60298.15,1057.99,8456.3,414.38,4790.9328,14633.86,14672.73,309887.43,20742.51
32520.05,39732.09,91.35,1237.9929,356,25,14.24,0.2689,9430.81,189.71,0.0262,2.57,8,59656.93,60000,40000,34136.13,13170,63190.69,70000,101742,39857,16633.34,16760.34,31900.02,0.8,1211.4571,0.01,170.72,414.86,0.01,12.8,23.79,766.1974,664.39,0.0212,37725.13,49332.63,52085.7798,91774.6993,4516.09,262.9577,1320.64,101.53,510.8,1681.61,3072.24,115061.42,32520.05
22622.05,32935,80.1046,870.08,272,26,10.9223,0.18,4071.97,180,0.03,16,26,64027.4037,70000,110000,105870,42435,63982.3463,70000,230958,93155,51668.1024,54374,92038.06,0.84,5025.65,0.05,289.84,2976.58,0.03,137.51,1735.85,3666.61,10901.32,0.1,111572.46,112249.46,118708.46,195867.83,16014.81,614.09,7657.1,178.38,3309.02,7316.68,23325.1,243403.13,22622.05
89677.9,12065,73.15,1692.04,1226,53,23.13,0.15,13451.69,198,0.02,5,21,90553.47,1.00E+05,70000,62713,26076,82949.2653,87800,283642,110413,30624.1,32089.29,55375.1,0.79,1835.6,0.03,131.1,3247.27,0.05,15.72,706.19,1402.4,2201.71,0.03,65665.72,138344.38,145297.37,229107.78,22236.4077,636.5337,14627.33,123.21,5787.38,11207.05,23844.2308,290978.16,89677.9
21909.96,33907,102.38,952.61,214,23,9.3,0.31,6792.09,183,0.02,19,44,55011.67,60000,130000,126166,54118,55708.79,60000,414075,163486,59501.08,66664.58,105749.4031,0.83,8712.1,0.07,299.2309,2124.68,0.02,49.29,4765.7,2104.76,20126.93,0.15,164522.06,201651.08,212424.16,350233.53,34827.18,563.31,7863.02,288.21,12873.2569,6918.45,76280.16,523633.69,21909.96
15778.72,48307,83.05,606.87,190,26,8.0213,0.25,3944.68,214,0.03,15,37,94543.27,1.00E+05,150000,146097,56521,83319.96,89300,561582,215516,71430.32,74667.14,119585.79,0.8,6408.65,0.0457,268.6,15605.1,0.1,27.08,1008.28,3193.96,5604.41,0.04,153535.5,275503.31,286079.01,419333.6456,51133.37,1373.73,50983.48,157,4371.09,15836.43,28411.81,595053.11,15778.72
18926.02,54915,68.08,1351.86,278,14,17.7904,0.1,1892.6,209,0.01,8,17,59846.39,60000,150000,144192,58762,64364.03,70500,237696,96933,70891.13,73300.8,127181.35,0.85,3007.8,0.02,909.57,6782.17,0.05,42,3109.94,3159.09,7979.26,0.05,152917.54,117589.59,120106.76,214790.15,3900.08,1452.79,9014.63,42.54,3919.87,4576.3,11518.53,247808.56,18926.02
30071.4169,14051,72.94,1102.562,368,27,13.63,0.23,6173.6,211.8,0.02,8,34,94970.75,1.00E+05,1.00E+05,90541,35493,64532.44,70000,451867,190217,43469.31,47071.85,79048.71,0.79,2604.55,0.03,106.55,5786.7793,0.07,4.32,705.17,1429.9,2451.17,0.02,89013.22,217490.86,234375.87,358417.18,59753.88,1190.86,17867.42,170.66,4293.53,10173.21,15879.46,451824.37,30071.4169
